task_index,task,feature_index,interval,x,ale
0,task_1,12,20,0.024123117327690125,0.20515389740467072
0,task_1,12,21,0.04681650549173355,0.0846814289689064
0,task_1,12,22,0.05779114365577698,0.020367583259940147
0,task_1,12,23,0.07052338868379593,-0.06504111737012863
0,task_1,12,24,0.08123704791069031,-0.13298970460891724
0,task_1,12,25,0.10072208195924759,-0.273608535528183
0,task_1,12,26,0.11275126039981842,-0.3515704870223999
0,task_1,12,27,0.12697157263755798,-0.45008742809295654
0,task_1,12,28,0.14745590090751648,-0.626946210861206
0,task_1,12,29,2.0647130012512207,-5.089544296264648
0,task_1,13,0,0.05103344842791557,-1.1282488107681274
0,task_1,13,1,0.09812403470277786,-1.077545166015625
0,task_1,13,2,0.1425924003124237,-1.0310919284820557
0,task_1,13,3,0.19174635410308838,-0.9802876710891724
0,task_1,13,4,0.24323472380638123,-0.9293389320373535
0,task_1,13,5,0.27110475301742554,-0.8989579081535339
0,task_1,13,6,0.31657540798187256,-0.8513209223747253
0,task_1,13,7,0.3564181923866272,-0.8088000416755676
0,task_1,13,8,0.4107440114021301,-0.7499951124191284
0,task_1,13,9,0.4555453658103943,-0.7013505697250366
0,task_1,13,10,0.5118624567985535,-0.6408876776695251
0,task_1,13,11,0.5584135055541992,-0.5899081230163574
0,task_1,13,12,0.6280465126037598,-0.5134507417678833
0,task_1,13,13,0.7018415331840515,-0.43307819962501526
0,task_1,13,14,0.776970386505127,-0.35326123237609863
0,task_1,13,15,0.8496472835540771,-0.2753337621688843
0,task_1,13,16,0.944901704788208,-0.17420870065689087
0,task_1,13,17,1.0530202388763428,-0.060738034546375275
0,task_1,13,18,1.1726670265197754,0.060370177030563354
0,task_1,13,19,1.2890909910202026,0.17527508735656738
0,task_1,13,20,1.4285328388214111,0.3120986819267273
0,task_1,13,21,1.5758392810821533,0.4578310251235962
0,task_1,13,22,1.7397514581680298,0.6192039251327515
0,task_1,13,23,1.9176284074783325,0.7943772077560425
